variant,run,initial_planning_time,initial_planning_evaluations,initial_planning_objective,initial_pre_disturbance_std,initial_post_disturbance_std,last_replanning_time,last_replanning_evaluations,overall_replanning_time,overall_replanning_evaluations,final_objective_value,failed_executions
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,0,83.5453112,20000.0,1.3564659966250536,1.7824937449027094,1.7204650534085253,10.4094605,20000.0,93.9547717,40000.0,1.2908031761295655,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,1,68.7802571,20000.0,1.296148139681572,1.3662601021279464,1.3564659966250536,7.972406400000001,20000.0,76.7526635,40000.0,1.2649110640673518,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,2,71.08439080000001,20000.0,1.3856406460551018,1.6441441167194586,1.6492422502470643,8.115288600000001,20000.0,79.19967940000001,40000.0,1.2792744857443785,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,3,77.92385230000001,20000.0,1.3114877048604001,1.3033669598769053,1.3564659966250536,8.0225398,20000.0,85.94639210000001,40000.0,1.1589693164804713,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,4,73.72492240000001,20000.0,1.42828568570857,1.9643740560541827,1.9183326093250879,10.2700524,20000.0,83.99497480000001,40000.0,1.3795687284594451,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,5,77.6545287,20000.0,1.3114877048604001,1.5704053105826452,1.5231546211727816,10.6826448,20000.0,88.3371735,40000.0,1.3079056861833036,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,6,74.12198570000001,20000.0,1.4966629547095767,1.975654290746032,1.9183326093250879,9.1258634,20000.0,83.24784910000001,40000.0,1.4270750540446506,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,7,67.25624470000001,20000.0,1.42828568570857,1.7250514395622532,1.697056274847714,9.532503100000001,20000.0,76.78874780000001,40000.0,1.3655370218433078,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,8,73.7699587,20000.0,1.5231546211727816,1.7307673314329552,1.7549928774784245,9.0926579,20000.0,82.86261660000001,40000.0,1.3888444437333103,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,9,79.16821180000001,20000.0,1.5362291495737217,1.580748377224777,1.6370705543744901,6.608655400000001,20000.0,85.77686720000001,40000.0,1.4940210056863656,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,10,74.1794454,20000.0,1.5620499351813308,1.6519348924485155,1.6613247725836149,7.090272700000001,20000.0,81.2697181,40000.0,1.4817407180595243,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,11,76.425807,20000.0,1.42828568570857,1.591644851508443,1.5491933384829668,7.5084039,20000.0,83.93421090000001,40000.0,1.398411797560202,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,12,71.1908808,20000.0,1.5620499351813308,1.666518511933571,1.6733200530681511,8.0280187,20000.0,79.2188995,40000.0,1.4061592906272338,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,13,63.14462090000001,20000.0,1.5362291495737217,1.576995111040904,1.5874507866387544,7.989803,20000.0,71.1344239,40000.0,1.4291497947389797,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,14,73.6750002,20000.0,1.4,1.4218749576041236,1.4832396974191326,8.4746083,20000.0,82.1496085,40000.0,1.2908031761295655,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,15,67.2144217,20000.0,1.5874507866387544,1.63057211803059,1.6613247725836149,7.6905302,20000.0,74.9049519,40000.0,1.4578861748317087,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,16,64.2944902,20000.0,1.4966629547095767,1.6990919869880243,1.7549928774784245,7.6390058000000005,20000.0,71.933496,40000.0,1.5195840886470005,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,17,74.2672208,20000.0,1.3856406460551018,1.776388345929897,1.7320508075688772,10.8666011,20000.0,85.1338219,40000.0,1.3662601021279464,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,18,74.655698,20000.0,1.469693845669907,1.692977507088081,1.6733200530681511,9.059236,20000.0,83.714934,40000.0,1.4061592906272335,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,19,80.545191,20000.0,1.3266499161421599,1.7256238807393047,1.6613247725836149,8.315656500000001,20000.0,88.8608475,40000.0,1.3165611772087666,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,20,70.7386034,20000.0,1.2165525060596438,1.429840705968481,1.3856406460551018,11.2260887,20000.0,81.96469210000001,40000.0,1.1737877907772674,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,21,80.58149060000001,20000.0,1.5748015748023623,1.9883611962904475,1.969771560359221,10.762768600000001,20000.0,91.34425920000001,40000.0,1.4446153745017782,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,22,72.3978701,20000.0,1.3416407864998738,1.4900492990435739,1.4560219778561037,7.3544001,20000.0,79.75227020000001,40000.0,1.2988123729957737,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,23,80.3437497,20000.0,1.2,1.5691469727919758,1.61245154965971,9.6548592,20000.0,89.99860890000001,40000.0,1.2719189352225944,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,24,109.37832680000001,20000.0,1.61245154965971,1.9658818270752416,1.969771560359221,9.3105657,20000.0,118.68889250000001,40000.0,1.475060157802319,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,25,74.8794123,20000.0,1.5099668870541498,1.7319082460798856,1.7204650534085253,8.6320151,20000.0,83.5114274,40000.0,1.4527963669938802,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,26,69.67754640000001,20000.0,1.5231546211727816,1.6323882375295071,1.6370705543744901,7.6007138,20000.0,77.2782602,40000.0,1.4900492990435739,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,27,71.2663776,20000.0,1.3266499161421599,1.4750601578023188,1.5099668870541498,8.4639441,20000.0,79.7303217,40000.0,1.2641300136291458,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,28,81.8742177,20000.0,1.2489995996796797,1.730767331432956,1.6852299546352716,10.7403039,20000.0,92.6145216,40000.0,1.2183777921664711,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,29,88.9777663,20000.0,1.2806248474865698,1.7688665548562132,1.7088007490635062,9.3050308,20000.0,98.2827971,40000.0,1.236482466066094,0
NSGAII_PlanningStrategy-ReplanningStrategy_0,0,79.2782985,20000.0,1.4560219778561037,1.5947444549341472,1.5748015748023623,64.49063360000001,20000.0,143.76893210000003,40000.0,1.1199647260759253,0
