variant,run,seconds,evaluations,objective_value
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,0,0,21.764707196257962
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,0.87,100,28.42778294160849
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,1.854,200,25.822342814503724
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,2.815,300,25.822342814503724
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,3.733,400,24.88505808115543
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,4.505,500,24.88505808115543
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,5.265,600,24.88505808115543
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,5.949,700,24.88505808115543
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,6.574,800,24.88505808115543
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,7.225,900,24.88505808115543
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,7.841,1000,22.273358061568604
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,8.399,1100,22.273358061568604
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,8.93,1200,21.201044727103927
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,9.473,1300,20.123995791382242
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,10.025,1400,20.123995791382242
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,10.524,1500,20.123995791382242
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,11.044,1600,20.123995791382242
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,11.572,1700,20.123995791382242
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,12.051,1800,19.942479267604693
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,12.502,1900,19.942479267604693
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,12.99,2000,19.942479267604693
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,13.395,2100,19.942479267604693
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,13.814,2200,19.942479267604693
