variant,run,initial_planning_time,initial_planning_evaluations,initial_planning_objective,initial_pre_disturbance_std,initial_post_disturbance_std,last_replanning_time,last_replanning_evaluations,overall_replanning_time,overall_replanning_evaluations,final_objective_value,failed_executions
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,0,84.9574491,20000.0,13.234802605252561,27.82348239957583,27.284427793157036,39.6818327,20000.0,124.6392818,40000.0,13.555300544049407,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,1,102.5775534,20000.0,12.653853168106544,28.23878778918226,27.78776709273345,43.1760328,20000.0,145.7535862,40000.0,10.975033395151534,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,2,82.4076812,20000.0,13.251415018781957,27.79658030303745,27.863237428554495,40.1841415,20000.0,122.5918227,40000.0,12.270329565839745,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,3,92.3701018,20000.0,13.3086438076913,26.578520985520957,26.93176563094221,54.774225,20000.0,147.1443268,40000.0,13.228588570046147,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,4,85.66272430000001,20000.0,13.168143377105217,28.198502718328072,28.02998394576779,39.345566000000005,20000.0,125.00829030000001,40000.0,11.899579824514811,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,5,92.06059830000001,20000.0,12.687001221722966,27.0912860118854,27.365671926704085,46.7776744,20000.0,138.8382727,40000.0,10.91502532190273,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,6,86.27966520000001,20000.0,13.563185466548779,28.084229571367704,27.16983621592151,50.755692200000006,20000.0,137.0353574,40000.0,13.943200475721952,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,7,82.279508,20000.0,12.013325934144964,27.85087271722578,27.60507199773259,40.5887155,20000.0,122.8682235,40000.0,11.482547142898605,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,8,85.3067946,20000.0,12.804686642007294,28.02365843530722,27.60144923731361,44.328243900000004,20000.0,129.6350385,40000.0,13.475611257580567,0
NSGAII_PlanningStrategy-ReplanningStrategy_reuse0.10_1,9,74.21456020000001,20000.0,12.810932830984635,28.6859538906637,28.277906570324472,34.696299700000004,20000.0,108.91085990000002,40000.0,12.51823361499162,0
