variant,run,initial_planning_time,initial_planning_evaluations,last_replanning_time,last_replanning_evaluations,overall_replanning_time,overall_replanning_evaluations,final_objective_value,failed_executions
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,0,42.027502600000005,10000.0,12.058215500000001,10000.0,54.08571810000001,20000.0,20.702936,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,1,51.5881501,10000.0,19.127625700000003,10000.0,70.7157758,20000.0,20.787075,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,2,44.9557596,10000.0,16.4042098,10000.0,61.3599694,20000.0,19.768496,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,3,69.684455,10000.0,23.307798000000002,10000.0,92.992253,20000.0,19.168932,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,4,43.610783500000004,10000.0,14.5672051,10000.0,58.177988600000006,20000.0,20.282387,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,5,39.064660100000005,10000.0,13.2257911,10000.0,52.29045120000001,20000.0,22.138258,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,6,44.298345100000006,10000.0,14.3475774,10000.0,58.645922500000005,20000.0,20.161005,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,7,41.3379518,10000.0,11.249612800000001,10000.0,52.5875646,20000.0,18.517626,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,8,43.657828,10000.0,17.757844900000002,10000.0,61.415672900000004,20000.0,20.37451,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,9,43.7209894,10000.0,13.570876,10000.0,57.2918654,20000.0,18.719769,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,10,48.1762178,10000.0,21.028171500000003,10000.0,69.2043893,20000.0,18.900522,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,11,39.1187611,10000.0,11.574923100000001,10000.0,50.6936842,20000.0,20.27611,0
