variant,run,initial_planning_time,initial_planning_evaluations,last_replanning_time,last_replanning_evaluations,overall_replanning_time,overall_replanning_evaluations,final_objective_value,failed_executions
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,0,34.6167006,10000.0,13.201611100000001,10000.0,47.8183117,20000.0,13.6348505,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,1,37.4810676,10000.0,9.0906151,10000.0,46.571682700000004,20000.0,15.412677,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,2,38.1809172,10000.0,13.4338235,10000.0,51.614740700000006,20000.0,14.084823,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,3,37.783422300000005,10000.0,12.950525500000001,10000.0,50.73394780000001,20000.0,13.432888,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,4,35.421778100000004,10000.0,10.3555705,10000.0,45.7773486,20000.0,14.5402975,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,5,32.5802655,10000.0,10.9728787,10000.0,43.553144200000006,20000.0,16.200077,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,6,36.3562214,10000.0,12.611594100000001,10000.0,48.9678155,20000.0,13.565024,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,7,37.6883536,10000.0,15.440957000000001,10000.0,53.1293106,20000.0,11.728703,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,8,33.0128548,10000.0,11.989619900000001,10000.0,45.0024747,20000.0,15.171839,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,9,38.629640200000004,10000.0,9.6271201,10000.0,48.2567603,20000.0,15.092145,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,10,34.7589932,10000.0,11.8815024,10000.0,46.6404956,20000.0,14.389743,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,11,37.7905803,10000.0,11.5109665,10000.0,49.301546800000004,20000.0,13.098186,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,12,36.510585400000004,10000.0,12.3182386,10000.0,48.828824000000004,20000.0,14.17189,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,13,31.468803700000002,10000.0,9.929243600000001,10000.0,41.3980473,20000.0,15.880044,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,14,30.1482117,10000.0,6.6227403,10000.0,36.770952,20000.0,17.051498,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,15,35.583941800000005,10000.0,13.231674400000001,10000.0,48.81561620000001,20000.0,14.311284,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,16,31.7641546,10000.0,8.022539700000001,10000.0,39.7866943,20000.0,15.990491,0
