variant,run,seconds,evaluations,objective_value
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,0,0,26.901043022575898
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,1.601,100,28.68817823159801
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,3.602,200,28.42330553473085
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,5.381,300,26.71929379974375
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,7.073,400,22.346704602951423
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,8.617,500,22.346704602951423
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,10.018,600,22.346704602951423
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,11.379,700,22.346704602951423
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,12.617,800,22.13004389907997
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,13.879,900,21.2635566868576
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,15.067,1000,20.796693952136792
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,16.18,1100,20.796693952136792
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,17.274,1200,20.796693952136792
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,18.302,1300,20.796693952136792
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,19.297,1400,20.320001952235216
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,20.187,1500,20.27162654981604
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,21.055,1600,19.660591114592833
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,22.001,1700,19.660591114592833
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,22.821,1800,19.660591114592833
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,23.7,1900,18.887050091452203
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,24.545,2000,18.887050091452203
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,25.413,2100,18.887050091452203
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,26.195,2200,18.887050091452203
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,26.958,2300,18.738213926546592
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,27.744,2400,18.738213926546592
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,28.602,2500,18.738213926546592
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,29.371,2600,18.181727272499998
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,30.192,2700,18.181727272499998
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,31.012,2800,18.181727272499998
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,31.769,2900,18.079439031742087
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,32.543,3000,18.04118337362217
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,33.205,3100,18.04118337362217
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,33.881,3200,17.45833292241135
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,34.492,3300,17.237188319358374
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,35.175,3400,17.237188319358374
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,35.888,3500,17.07823514601199
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,36.608,3600,17.07823514601199
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,37.259,3700,17.07823514601199
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,37.912,3800,17.07823514601199
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,38.598,3900,17.07823514601199
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,39.279,4000,16.81429930615679
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,39.914,4100,16.62070798384646
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,40.552,4200,16.62070798384646
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,41.151,4300,16.58018333248589
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,41.714,4400,16.58018333248589
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,42.288,4500,16.58018333248589
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,42.873,4600,16.5032428568869
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,43.426,4700,16.455801057066534
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,43.989,4800,16.255704656652
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,44.576,4900,16.206416441776927
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,45.209,5000,16.195193654929263
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,45.774,5100,16.195193654929263
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,46.32,5200,16.195193654929263
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,46.868,5300,16.195193654929263
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,47.339,5400,15.998656968426705
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,47.873,5500,15.998656968426705
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,48.411,5600,15.998656968426705
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,48.963,5700,15.998656968426705
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,49.52,5800,15.97249702322792
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,50.035,5900,15.83416120787662
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,50.518,6000,15.83416120787662
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,50.989,6100,15.83416120787662
NSGAII_PlanningStrategy-ReplanningStrategy_0,1,51.495,6200,15.83416120787662
