variant,run,initial_planning_time,initial_planning_evaluations,initial_planning_objective,initial_post_disturbance_std,last_replanning_time,last_replanning_evaluations,overall_replanning_time,overall_replanning_evaluations,final_objective_value,failed_executions
NSGAII_EvaluationReplanningStrategy-10000_0,0,37.4402399,10000.0,1.7204650534085253,2.2059274019059054,21.7638603,10000.0,59.2041002,20000.0,1.7971510971856823,0
NSGAII_EvaluationReplanningStrategy-10000_0,1,34.0479853,10000.0,1.7776388834631178,2.3650345514922324,25.438804400000002,10000.0,59.4867897,20000.0,1.5933747127423012,0
NSGAII_EvaluationReplanningStrategy-10000_0,2,33.613956900000005,10000.0,1.4560219778561037,2.302711301670918,24.8993353,10000.0,58.51329220000001,20000.0,1.649442680733342,0
NSGAII_EvaluationReplanningStrategy-10000_0,3,30.897545800000003,10000.0,1.3856406460551018,2.0960411326479416,26.2411001,10000.0,57.1386459,20000.0,1.7143053914651878,0
NSGAII_EvaluationReplanningStrategy-10000_0,4,31.149307500000003,10000.0,1.5748015748023623,2.238653668599474,25.9607023,10000.0,57.1100098,20000.0,1.6604290991753998,0
NSGAII_EvaluationReplanningStrategy-10000_0,5,30.8383435,10000.0,1.8,2.4703196835314603,24.937774100000002,10000.0,55.776117600000006,20000.0,1.7870054364080894,0
NSGAII_EvaluationReplanningStrategy-10000_0,6,33.208175700000005,10000.0,1.7088007490635062,2.294801887414105,26.0634692,10000.0,59.271644900000005,20000.0,1.7768018441538236,0
NSGAII_EvaluationReplanningStrategy-10000_0,7,29.526932700000003,10000.0,1.4832396974191326,2.0522110632032673,26.5986511,10000.0,56.1255838,20000.0,1.5703871186683043,0
NSGAII_EvaluationReplanningStrategy-10000_0,8,35.642484,10000.0,1.876166303929372,2.4332408752576864,27.058434700000003,10000.0,62.7009187,20000.0,1.7353876362167282,0
NSGAII_EvaluationReplanningStrategy-10000_0,9,34.1358527,10000.0,1.6613247725836149,2.4776688590702776,24.7202579,10000.0,58.8561106,20000.0,1.8860076334385365,0
NSGAII_EvaluationReplanningStrategy-10000_0,10,32.773934100000005,10000.0,1.7204650534085253,2.4107198609406866,26.2953134,10000.0,59.0692475,20000.0,1.7870054364080892,0
NSGAII_EvaluationReplanningStrategy-10000_0,11,38.711528900000005,10000.0,1.6733200530681511,2.3418577071763256,19.016337,10000.0,57.727865900000005,20000.0,1.7971510971856823,0
NSGAII_EvaluationReplanningStrategy-10000_0,12,33.4699722,10000.0,1.6,2.214154316853948,25.501188600000003,10000.0,58.97116080000001,20000.0,1.6821866918138726,0
NSGAII_EvaluationReplanningStrategy-10000_0,13,32.386504200000005,10000.0,1.6370705543744901,2.2868651176043815,24.203424400000003,10000.0,56.58992860000001,20000.0,1.9523243193521624,0
NSGAII_EvaluationReplanningStrategy-10000_0,14,34.942940300000004,10000.0,1.6492422502470643,2.4107198609406866,25.493757300000002,10000.0,60.4366976,20000.0,1.7248787237282066,0
NSGAII_EvaluationReplanningStrategy-10000_0,15,38.7954604,10000.0,1.5620499351813308,2.2548386906076354,18.1609814,10000.0,56.95644180000001,20000.0,1.4993111365882403,0
NSGAII_EvaluationReplanningStrategy-10000_0,16,35.840099800000004,10000.0,1.7888543819998317,2.3879864611933987,20.9308249,10000.0,56.77092470000001,20000.0,1.7562168205153819,0
NSGAII_EvaluationReplanningStrategy-10000_0,17,34.8987659,10000.0,1.6492422502470643,2.181060474491349,25.689497000000003,10000.0,60.588262900000004,20000.0,1.4993111365882403,0
NSGAII_EvaluationReplanningStrategy-10000_0,18,34.548698200000004,10000.0,1.6370705543744901,2.380360414407729,23.468015700000002,10000.0,58.016713900000006,20000.0,1.787005436408089,0
NSGAII_EvaluationReplanningStrategy-10000_0,19,33.6358829,10000.0,1.7088007490635062,2.3184491824429205,27.5337038,10000.0,61.169586699999996,20000.0,1.5933747127423012,0
NSGAII_EvaluationReplanningStrategy-10000_0,20,32.8377834,10000.0,1.7776388834631178,2.3650345514922324,27.6164451,10000.0,60.4542285,20000.0,1.7768018441538238,0
NSGAII_EvaluationReplanningStrategy-10000_0,21,37.886034,10000.0,1.6733200530681511,2.3105936412979697,21.5091024,10000.0,59.3951364,20000.0,1.8072398021511527,0
