variant,run,initial_planning_time,initial_planning_evaluations,initial_planning_objective,initial_post_disturbance_std,last_replanning_time,last_replanning_evaluations,overall_replanning_time,overall_replanning_evaluations,final_objective_value,failed_executions
NSGAII_EvaluationReplanningStrategy-10000_0,0,32.963717200000005,10000.0,1.4422205101855958,2.903403531394784,34.5203918,10000.0,67.484109,20000.0,1.8860076334385365,0
NSGAII_EvaluationReplanningStrategy-10000_0,1,40.471923000000004,10000.0,1.4966629547095767,3.2295126669693834,24.8695784,10000.0,65.3415014,20000.0,1.9708621262435273,0
NSGAII_EvaluationReplanningStrategy-10000_0,2,34.2402111,10000.0,1.7088007490635062,2.965364805509108,31.530792100000003,10000.0,65.77100320000001,20000.0,1.905190821444325,0
NSGAII_EvaluationReplanningStrategy-10000_0,3,38.8739645,10000.0,1.5874507866387544,3.166978381062255,26.3291502,10000.0,65.2031147,20000.0,1.7768018441538236,0
NSGAII_EvaluationReplanningStrategy-10000_0,4,37.8746123,10000.0,1.697056274847714,3.0737491576733325,27.508058600000002,10000.0,65.38267090000001,20000.0,1.8860076334385363,0
NSGAII_EvaluationReplanningStrategy-10000_0,5,34.1009675,10000.0,1.6492422502470643,2.9283453709510168,30.8716173,10000.0,64.9725848,20000.0,1.7971510971856821,0
NSGAII_EvaluationReplanningStrategy-10000_0,6,31.626694,10000.0,1.9183326093250879,2.7556103552120836,33.2548434,10000.0,64.8815374,20000.0,1.837173538773691,0
NSGAII_EvaluationReplanningStrategy-10000_0,7,36.1653778,10000.0,1.5491933384829668,3.020043237608494,28.2257269,10000.0,64.3911047,20000.0,1.856861299154441,0
NSGAII_EvaluationReplanningStrategy-10000_0,8,34.639896300000004,10000.0,1.697056274847714,2.7687751267445573,32.762512,10000.0,67.4024083,20000.0,1.9616151213470803,0
NSGAII_EvaluationReplanningStrategy-10000_0,9,33.6672473,10000.0,1.6613247725836149,2.7023100005075245,25.5837539,10000.0,59.251001200000005,20000.0,1.745833292241135,0
NSGAII_EvaluationReplanningStrategy-10000_0,10,35.047696200000004,10000.0,1.8,3.3018902675350943,31.1395148,10000.0,66.187211,20000.0,1.9892271849611418,0
NSGAII_EvaluationReplanningStrategy-10000_0,11,36.6393141,10000.0,1.7320508075688772,3.0559520570857477,27.8809454,10000.0,64.52025950000001,20000.0,1.6821866918138728,0
