variant,run,initial_planning_time,initial_planning_evaluations,initial_planning_objective,initial_post_disturbance_std,last_replanning_time,last_replanning_evaluations,overall_replanning_time,overall_replanning_evaluations,final_objective_value,failed_executions
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,0,46.095728400000006,10000.0,14.356879883874491,26.889862241335944,28.3349468,10000.0,74.43067520000001,20000.0,14.343338454651743,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,1,45.826637100000006,10000.0,15.49451515859725,27.9188948806722,30.995494700000002,10000.0,76.82213180000001,20000.0,15.373795245381459,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,2,48.0086595,10000.0,14.801351289662712,26.780258068626264,23.1260386,10000.0,71.13469810000001,20000.0,13.96280774056565,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,3,41.8118843,10000.0,15.982490419205638,26.83774750902215,23.7200799,10000.0,65.5319642,20000.0,16.836409693222148,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,4,45.315551400000004,10000.0,15.0,27.698339746117597,23.2362158,10000.0,68.5517672,20000.0,14.90854424006666,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,5,39.9414497,10000.0,17.705366418123067,26.774743949854063,19.3312534,10000.0,59.2727031,20000.0,18.21471390028226,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,6,36.5512335,10000.0,14.743133995185692,27.492993495762235,17.6257841,10000.0,54.1770176,20000.0,15.470338006155242,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,7,34.8250864,10000.0,15.948667655951704,26.814552894157686,17.7962248,10000.0,52.62131120000001,20000.0,14.960623212740181,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,8,37.5248462,10000.0,17.47913041315271,25.062056313612157,16.9358353,10000.0,54.4606815,20000.0,16.561535087196606,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,9,37.159981900000005,10000.0,14.11382301150188,25.68783158147111,20.122112400000002,10000.0,57.28209430000001,20000.0,14.972501543467475,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,10,41.8780426,10000.0,15.820240200452078,27.360925549286158,20.7975405,10000.0,62.6755831,20000.0,16.29854193281726,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,11,39.990982800000005,10000.0,14.930505684671232,27.142386332127636,26.885666500000003,10000.0,66.87664930000001,20000.0,14.896614910860425,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,12,37.2044774,10000.0,13.734627770711516,27.183291890878326,18.8920411,10000.0,56.0965185,20000.0,12.583861897164704,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,13,38.477120400000004,10000.0,16.09223415191315,25.948629212825313,16.5886946,10000.0,55.065815,20000.0,16.120319207696376,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,14,44.2854864,10000.0,13.41193498343919,26.90060350876542,33.279095000000005,10000.0,77.56458140000001,20000.0,12.486357987919023,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,15,36.5171962,10000.0,15.972476326481125,26.946824637138445,15.730738800000001,10000.0,52.247935,20000.0,16.726500006550555,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,16,43.1148776,10000.0,17.329743217947577,28.78808052383683,21.747595800000003,10000.0,64.8624734,20000.0,16.735797369120093,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,17,47.4880477,10000.0,13.906832852953976,25.794017872845856,21.051088,10000.0,68.5391357,20000.0,14.544881582430076,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,18,61.902704500000006,10000.0,15.952429282087415,24.017545027246275,39.953397700000004,10000.0,101.85610220000001,20000.0,14.351082894573272,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,19,52.7742748,10000.0,14.44714504668656,26.52123304956117,23.9481995,10000.0,76.7224743,20000.0,15.299899136276908,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,20,44.6772307,10000.0,15.197368193210297,28.841294126886535,20.719507500000002,10000.0,65.3967382,20000.0,14.883182986258992,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,21,39.8848848,10000.0,15.519020587653076,27.0735258595761,21.0369457,10000.0,60.9218305,20000.0,15.791637105415507,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,22,37.771709200000004,10000.0,14.604109010822947,25.814686221051726,18.847305000000002,10000.0,56.61901420000001,20000.0,15.200812194025183,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,23,40.653246200000005,10000.0,15.905973720586866,28.375228285370913,19.6116509,10000.0,60.264897100000006,20000.0,17.156735710703053,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,24,42.9671372,10000.0,14.397221954252146,26.0136336524229,23.9097057,10000.0,66.8768429,20000.0,13.964964980750233,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,25,39.0138498,10000.0,15.227606509231842,25.44008696312491,21.4496405,10000.0,60.463490300000004,20000.0,15.981872447043873,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,26,42.3350528,10000.0,14.11523999087511,26.622797248473596,24.9280197,10000.0,67.26307249999999,20000.0,13.514436725220925,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,27,41.4694159,10000.0,15.885842753848472,28.030900057341917,24.6254244,10000.0,66.0948403,20000.0,15.984653133630054,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,28,42.2530638,10000.0,13.62350909274112,26.541335104621293,23.264945400000002,10000.0,65.5180092,20000.0,11.333246187028784,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,29,38.809037000000004,10000.0,14.913081505845799,25.966835448507712,20.830587700000002,10000.0,59.639624700000006,20000.0,13.411806112894583,0
