variant,run,initial_planning_time,initial_planning_evaluations,initial_planning_objective,initial_post_disturbance_std,last_replanning_time,last_replanning_evaluations,overall_replanning_time,overall_replanning_evaluations,final_objective_value,failed_executions
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,0,43.355945000000006,10000.0,14.942556675482278,15.562855430023195,2.7130649,10000.0,46.069009900000005,20000.0,14.703824983173682,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,1,35.042036800000005,10000.0,15.05722417977497,16.48427608433841,4.3356391,10000.0,39.37767590000001,20000.0,13.429578558052876,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,2,35.2365887,10000.0,15.772127313713899,20.14718679623706,4.2239331,10000.0,39.460521799999995,20000.0,15.937315479445026,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,3,35.7024612,10000.0,14.99333185119305,19.00661353383846,3.6185556,10000.0,39.3210168,20000.0,13.20127191777041,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,4,34.2121094,10000.0,13.94130553427476,14.723056580130649,3.2887617000000002,10000.0,37.500871100000005,20000.0,13.015015070446541,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,5,33.4637511,10000.0,17.451647486698786,20.458521723504635,3.645989,10000.0,37.1097401,20000.0,16.5158509721217,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,6,38.8007202,10000.0,13.856406460551018,15.17981115385388,3.6910988000000002,10000.0,42.491819,20000.0,11.980725260925475,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,7,36.3938386,10000.0,14.870104236352885,16.846965510547598,4.1661563,10000.0,40.5599949,20000.0,13.146956649194616,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,8,36.123863300000004,10000.0,15.938632312717424,17.32814737235417,3.6675576000000003,10000.0,39.791420900000006,20000.0,15.24460641313373,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,9,37.8994147,10000.0,14.204224723651762,14.380782787464906,3.1048332000000003,10000.0,41.0042479,20000.0,13.495934458702006,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,10,33.8334581,10000.0,14.621901381147392,14.68325661055333,3.7383288,10000.0,37.5717869,20000.0,12.987097110517992,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,11,37.018952500000005,10000.0,16.16910634512619,17.841220132111737,4.0657961,10000.0,41.084748600000005,20000.0,13.896371317810601,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,12,32.4450245,10000.0,14.837789592793126,16.65012512465497,3.8583312000000003,10000.0,36.303355700000004,20000.0,13.5754680705062,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,13,42.5203459,10000.0,16.642115250171777,19.28402396407227,3.5806833,10000.0,46.1010292,20000.0,15.550856433086544,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,14,39.3593129,10000.0,16.25423021862309,19.04609094399461,3.7819779000000002,10000.0,43.1412908,20000.0,16.190471210705738,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,15,32.9589543,10000.0,15.409088227406578,16.66385161411623,3.0635961000000003,10000.0,36.0225504,20000.0,13.479018904107374,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,16,35.0685517,10000.0,16.351146748775758,17.29148795088368,3.1155753,10000.0,38.184127000000004,20000.0,16.07952459219834,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,17,37.3142032,10000.0,16.61204382368407,18.114232859791922,3.7341994,10000.0,41.0484026,20000.0,15.650093676996491,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,18,39.9482489,10000.0,15.151237573214935,16.028523957211828,5.3384974000000005,10000.0,45.286746300000004,20000.0,13.639086896050804,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,19,38.2827122,10000.0,16.068602926203635,16.999869280543177,4.4062358,10000.0,42.688947999999996,20000.0,15.151677574886994,0
NSGAII_EvaluationReplanningStrategy-10000reusePortion=0.2_withReinit_0,20,34.8078987,10000.0,17.297398648351724,21.76870559334837,4.3603077,10000.0,39.1682064,20000.0,16.244277244921566,0
